"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category","quantity_to_sell_on_facebook","sale_price","sale_price_effective_date","item_group_id","gender","color","size","age_group","material","pattern","shipping","shipping_weight","offer_disclaimer","offer_disclaimer_url","video[0].url","video[0].tag[0]","gtin","product_tags[0]","product_tags[1]","style[0]"
"vibra-m","Vibra - M","???? ??? ?????? ?? ?????? ????????? ???????. ????? ???? ???? ????? ????? ??????? ????? ????? ??? ??????? ???????. ????? ????????? ???? ?????? ?????? ???????. Available here in M size.","in stock","new","800.00 EGP","https://natonat.com/en/product/vibra","https://natonat.com/octopus%20photo/Vibra/1.png","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","649.00 EGP","","vibra","female","Black","M","adult","Stretch luggage cover fabric","Printed","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"vibra-l","Vibra - L","???? ??? ?????? ?? ?????? ????????? ???????. ????? ???? ???? ????? ????? ??????? ????? ????? ??? ??????? ???????. ????? ????????? ???? ?????? ?????? ???????. Available here in L size.","in stock","new","850.00 EGP","https://natonat.com/en/product/vibra","https://natonat.com/octopus%20photo/Vibra/1.png","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","689.00 EGP","","vibra","female","Black","L","adult","Stretch luggage cover fabric","Printed","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"vibra-xl","Vibra - XL","???? ??? ?????? ?? ?????? ????????? ???????. ????? ???? ???? ????? ????? ??????? ????? ????? ??? ??????? ???????. ????? ????????? ???? ?????? ?????? ???????. Available here in XL size.","in stock","new","900.00 EGP","https://natonat.com/en/product/vibra","https://natonat.com/octopus%20photo/Vibra/1.png","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","749.00 EGP","","vibra","female","Black","XL","adult","Stretch luggage cover fabric","Printed","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"green-s","Green - S","Clean minimal green luggage cover design for a fresh, modern travel look. Available here in S size.","in stock","new","750.00 EGP","https://natonat.com/en/product/green","https://natonat.com/octopus%20photo/Green/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","589.00 EGP","","green","unisex","Green","S","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"green-m","Green - M","Clean minimal green luggage cover design for a fresh, modern travel look. Available here in M size.","in stock","new","800.00 EGP","https://natonat.com/en/product/green","https://natonat.com/octopus%20photo/Green/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","649.00 EGP","","green","unisex","Green","M","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"green-l","Green - L","Clean minimal green luggage cover design for a fresh, modern travel look. Available here in L size.","in stock","new","850.00 EGP","https://natonat.com/en/product/green","https://natonat.com/octopus%20photo/Green/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","689.00 EGP","","green","unisex","Green","L","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"green-xl","Green - XL","Clean minimal green luggage cover design for a fresh, modern travel look. Available here in XL size.","in stock","new","900.00 EGP","https://natonat.com/en/product/green","https://natonat.com/octopus%20photo/Green/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","749.00 EGP","","green","unisex","Green","XL","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"red-s","Red - S","Bold minimal red luggage cover design for a confident, modern travel look. Available here in S size.","in stock","new","750.00 EGP","https://natonat.com/en/product/red","https://natonat.com/octopus%20photo/Red/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","589.00 EGP","","red","unisex","Red","S","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"red-m","Red - M","Bold minimal red luggage cover design for a confident, modern travel look. Available here in M size.","in stock","new","800.00 EGP","https://natonat.com/en/product/red","https://natonat.com/octopus%20photo/Red/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","649.00 EGP","","red","unisex","Red","M","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"red-l","Red - L","Bold minimal red luggage cover design for a confident, modern travel look. Available here in L size.","in stock","new","850.00 EGP","https://natonat.com/en/product/red","https://natonat.com/octopus%20photo/Red/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","689.00 EGP","","red","unisex","Red","L","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"red-xl","Red - XL","Bold minimal red luggage cover design for a confident, modern travel look. Available here in XL size.","in stock","new","900.00 EGP","https://natonat.com/en/product/red","https://natonat.com/octopus%20photo/Red/021A9832.jpg","natOnat","Luggage & Bags > Luggage Accessories > Luggage Covers","Luggage & Bags > Luggage Accessories > Luggage Covers","100","749.00 EGP","","red","unisex","Red","XL","adult","Stretch luggage cover fabric","Plain","EG::Standard:0.00 EGP","","","","","","","luggage-covers","Luggage Cover","minimal"
"packonat-black","PackOnat Packing Folder - Black","Upgrade your travel experience with the PackOnat Garment Folder by natOnat, designed to keep your clothes perfectly folded, organized, and wrinkle-free wherever you go. Whether you're traveling for business or leisure, PackOnat ensures your suits, shirts, dresses, and outfits stay flat and ready to wear straight out of your luggage.","in stock","new","999.00 EGP","https://natonat.com/en/product/packonat-packing-folder","https://natonat.com/packOnat/Black/1.png","natOnat","Luggage & Bags > Travel Organizers","Luggage & Bags > Travel Organizers","100","849.00 EGP","","packonat-packing-folder","unisex","Black","","adult","Travel organizer fabric","","EG::Standard:0.00 EGP","","","","","","","packonat","Packing Folder","minimal"
"packonat-green","PackOnat Packing Folder - Green","Upgrade your travel experience with the PackOnat Garment Folder by natOnat, designed to keep your clothes perfectly folded, organized, and wrinkle-free wherever you go. Whether you're traveling for business or leisure, PackOnat ensures your suits, shirts, dresses, and outfits stay flat and ready to wear straight out of your luggage.","in stock","new","999.00 EGP","https://natonat.com/en/product/packonat-packing-folder","https://natonat.com/packOnat/Green/1.png","natOnat","Luggage & Bags > Travel Organizers","Luggage & Bags > Travel Organizers","100","849.00 EGP","","packonat-packing-folder","unisex","Green","","adult","Travel organizer fabric","","EG::Standard:0.00 EGP","","","","","","","packonat","Packing Folder","minimal"
"packonat-red","PackOnat Packing Folder - Red","Upgrade your travel experience with the PackOnat Garment Folder by natOnat, designed to keep your clothes perfectly folded, organized, and wrinkle-free wherever you go. Whether you're traveling for business or leisure, PackOnat ensures your suits, shirts, dresses, and outfits stay flat and ready to wear straight out of your luggage.","in stock","new","999.00 EGP","https://natonat.com/en/product/packonat-packing-folder","https://natonat.com/packOnat/Red/1.png","natOnat","Luggage & Bags > Travel Organizers","Luggage & Bags > Travel Organizers","100","849.00 EGP","","packonat-packing-folder","unisex","Red","","adult","Travel organizer fabric","","EG::Standard:0.00 EGP","","","","","","","packonat","Packing Folder","minimal"
"all-set-bundle","All Set Bundle","Everything you need - luggage cover, packing folder, and passport wallet Features: Cover + Packing Folder + Passport, Save 18%, Complete travel kit, Ready to go.","in stock","new","3200.00 EGP","https://natonat.com/en/product/","https://natonat.com/bundles/All%20Set%20Bundel/1%20o.png","natOnat","Luggage & Bags > Travel Accessories","Luggage & Bags > Travel Accessories","100","2889.00 EGP","","","unisex","","","adult","Mixed travel accessories","","EG::Standard:0.00 EGP","","","","","","","bundles","Popular","mixed"
"double-packonat-bundle","2 PackOnat Bundle","Double the style - two PackOnat packing folders Features: 2 PackOnat packing folders, Save 12%, His & Hers, Matching set.","in stock","new","1850.00 EGP","https://natonat.com/en/product/","https://natonat.com/bundles/2%20PackOnat%20Bundle/10o.png","natOnat","Luggage & Bags > Travel Accessories","Luggage & Bags > Travel Accessories","100","1669.00 EGP","","","unisex","","","adult","Mixed travel accessories","","EG::Standard:0.00 EGP","","","","","","","bundles","Bundle","minimal"
"double-passport-wallets-bundle","2 Passport Wallets","Perfect for couples - two premium passport wallets Features: 2 Passport Wallets, RFID Protection, His & Hers, Premium Leather.","in stock","new","3578.00 EGP","https://natonat.com/en/product/","https://natonat.com/passport%20wallet/Cognac%20brown/1.png","natOnat","Luggage & Bags > Travel Accessories","Luggage & Bags > Travel Accessories","100","3149.00 EGP","","","unisex","","","adult","Mixed travel accessories","","EG::Standard:0.00 EGP","","","","","","","bundles","Best Value","minimal"
"eoehro-passport-holder-cognac","Passport Wallet - Cognac Brown","RFID Protected faux leather passport wallet in Cognac Brown with magnetic clasp, vaccine card slot, and 5 pockets for cards, tickets, and SIM cards. Features: RFID Blocking, Magnetic Clasp, Vaccine Card Slot, 5 Card Pockets, Faux Leather, Cognac Brown Color.","in stock","new","1950.00 EGP","https://natonat.com/en/product/passport-wallet","https://natonat.com/passport%20wallet/Cognac%20brown/1.png","natOnat","Luggage & Bags > Travel Accessories > Passport Wallets","Luggage & Bags > Travel Accessories > Passport Wallets","100","1789.00 EGP","","passport-wallet","unisex","Cognac Brown","","adult","Faux leather","","EG::Standard:0.00 EGP","","","","","","","passport-wallets","New","minimal"
"eoehro-passport-holder-espresso","Passport Wallet - Espresso Brown","RFID Protected faux leather passport wallet in Espresso Brown with magnetic clasp, vaccine card slot, and 5 pockets for cards, tickets, and SIM cards. Features: RFID Blocking, Magnetic Clasp, Vaccine Card Slot, 5 Card Pockets, Faux Leather, Espresso Brown Color.","in stock","new","1950.00 EGP","https://natonat.com/en/product/passport-wallet","https://natonat.com/passport%20wallet/Espresso%20brown/1.png","natOnat","Luggage & Bags > Travel Accessories > Passport Wallets","Luggage & Bags > Travel Accessories > Passport Wallets","100","1789.00 EGP","","passport-wallet","unisex","Espresso Brown","","adult","Faux leather","","EG::Standard:0.00 EGP","","","","","","","passport-wallets","New","minimal"
"eoehro-passport-holder-honey","Passport Wallet - Honey Brown","RFID Protected faux leather passport wallet in Honey Brown with magnetic clasp, vaccine card slot, and 5 pockets for cards, tickets, and SIM cards. Features: RFID Blocking, Magnetic Clasp, Vaccine Card Slot, 5 Card Pockets, Faux Leather, Honey Brown Color.","in stock","new","1950.00 EGP","https://natonat.com/en/product/passport-wallet","https://natonat.com/passport%20wallet/Honey%20brown/1.png","natOnat","Luggage & Bags > Travel Accessories > Passport Wallets","Luggage & Bags > Travel Accessories > Passport Wallets","100","1789.00 EGP","","passport-wallet","unisex","Honey Brown","","adult","Faux leather","","EG::Standard:0.00 EGP","","","","","","","passport-wallets","New","minimal"
